instance_id,tree_size,objective,first_stage_cost,second_stage_cost,charter_cost_ST,charter_cost_LT,downtime_cost,travel_cost_S,travel_cost_M,runtime,MIPGap,gamma_LT,gamma_ST,scenarios,param_signature,seed,iss_pool,oos_pool,nested_trees
12,1,14233905.94980596,5811903.5,8422002.449805964,0.0,5811903.5,8420924.81089149,0.0,1077.6389144730852,1.2180001735687256,5.288350145496134e-05,SOV|3:1,,90,bc278e7235743ec2,99,1-200,201-300,1
12,3,18793037.07722619,6003036.0,12790001.077226201,191132.5,5811903.5,12788348.697557347,574.7407543856453,1077.6389144730852,33.829999923706055,7.839656077705699e-05,SOV|3:1,CTV|3|Jan:1,90;102;123,bc278e7235743ec2,99,1-200,201-300,1
12,5,18928616.626650393,5811903.5,13116713.126650397,0.0,5811903.5,13115635.487735923,0.0,1077.6389144730852,39.545000076293945,6.324944847224117e-05,SOV|3:1,,20;90;102;123;197,bc278e7235743ec2,99,1-200,201-300,1
12,7,19942027.767549973,6003036.0,13938991.767549962,191132.5,5811903.5,13937298.334970081,615.7936654131914,1077.6389144730852,30.9229998588562,8.98111669684582e-05,SOV|3:1,CTV|3|Jan:1,5;20;90;95;102;123;197,bc278e7235743ec2,99,1-200,201-300,1
12,9,18310201.454035874,6003036.0,12307165.454035865,191132.5,5811903.5,12305608.864492739,478.9506286547044,1077.6389144730854,57.866000175476074,9.480422015989007e-05,SOV|3:1,CTV|3|Jan:1,5;20;61;90;95;102;123;187;197,bc278e7235743ec2,99,1-200,201-300,1
12,12,17689360.882189993,5811903.5,11877457.38218998,0.0,5811903.5,11876379.743275499,0.0,1077.6389144730845,83.72000002861023,8.928890609680175e-05,SOV|3:1,,5;20;61;66;90;95;102;108;123;125;187;197,bc278e7235743ec2,99,1-200,201-300,1
13,1,18834070.3518596,7341340.5,11492729.851859596,1529437.0,5811903.5,11489496.935116176,0.0,3232.916743419256,0.8259999752044678,1.9779528423042627e-16,SOV|3:1,SOV|3|Dec:1;SOV|3|Jan:1,44,bc278e7235743ec2,99,1-200,201-300,1
13,3,16337956.116960306,5811903.5,10526052.616960308,0.0,5811903.5,10524974.978045838,0.0,1077.6389144730852,3.8010001182556152,0.0,SOV|3:1,,44;115;175,bc278e7235743ec2,99,1-200,201-300,1
13,5,15606132.799826058,5811903.5,9794229.299826067,0.0,5811903.5,9793151.660911594,0.0,1077.6389144730852,8.95199990272522,3.481344791016742e-05,SOV|3:1,,44;53;82;115;175,bc278e7235743ec2,99,1-200,201-300,1
13,7,15968637.867486212,5811903.5,10156734.367486196,0.0,5811903.5,10155656.72857173,0.0,1077.6389144730852,14.78000020980835,8.758117979520124e-05,SOV|3:1,,44;53;75;82;115;171;175,bc278e7235743ec2,99,1-200,201-300,1
13,9,15325622.322661398,5811903.5,9513718.82266139,0.0,5811903.5,9512641.18374692,0.0,1077.6389144730854,20.490000009536743,9.875004532724741e-05,SOV|3:1,,44;53;75;79;82;115;168;171;175,bc278e7235743ec2,99,1-200,201-300,1
13,12,15632442.165763106,5811903.5,9820538.665763114,0.0,5811903.5,9819461.026848633,0.0,1077.6389144730845,28.55900001525879,9.204967182238417e-05,SOV|3:1,,44;53;75;79;82;94;100;115;166;168;171;175,bc278e7235743ec2,99,1-200,201-300,1
14,1,16330109.716180943,5811903.5,10518206.21618095,0.0,5811903.5,10517128.577266477,0.0,1077.6389144730852,2.739000082015991,2.281240214063383e-16,SOV|3:1,,142,bc278e7235743ec2,99,1-200,201-300,1
14,3,17318715.480333403,5811903.5,11506811.980333421,0.0,5811903.5,11505734.341418952,0.0,1077.6389144730852,4.986999988555908,0.0,SOV|3:1,,21;142;195,bc278e7235743ec2,99,1-200,201-300,1
14,5,16857850.799192555,5811903.5,11045947.299192565,0.0,5811903.5,11044869.660278091,0.0,1077.6389144730852,9.121999979019165,5.839203092553015e-05,SOV|3:1,,21;37;142;183;195,bc278e7235743ec2,99,1-200,201-300,1
14,7,16304780.186723053,5811903.5,10492876.68672305,0.0,5811903.5,10491799.047808584,0.0,1077.6389144730852,12.947999954223633,7.835759529417857e-05,SOV|3:1,,21;37;72;142;183;195;198,bc278e7235743ec2,99,1-200,201-300,1
14,9,17308025.38665693,5811903.5,11496121.88665695,0.0,5811903.5,11495044.24774248,0.0,1077.6389144730854,41.7810001373291,0.0,SOV|3:1,,21;37;72;130;142;146;183;195;198,bc278e7235743ec2,99,1-200,201-300,1
14,12,16907811.54439843,5811903.5,11095908.044398447,0.0,5811903.5,11094830.405483967,0.0,1077.6389144730845,48.32799983024597,4.717068538596563e-05,SOV|3:1,,21;37;51;72;130;142;146;157;174;183;195;198,bc278e7235743ec2,99,1-200,201-300,1
