case_id,coalition,coalition_size,bases,wind_farm,n_turbines,count,downtime_cost,potential_revenue,value_based_availability,travel_cost_S,failures,completed_tasks,completion_ratio,avg_total_backlog,max_total_backlog,backlog_task_days,downtime_turbine_hours,potential_turbine_hours,backlog_task_days_per_turbine_day,time_based_availability,time_availability_proxy,value_availability_proxy,iss_scenarios,oos_scenarios,seed
base_oos_501_1500,BCFG,4,3;5;6;7,F,50.0,1000,6183081.681023872,236262174.8479518,0.9738295743489068,0.0,741.91,741.9100000000042,1.0000000000000058,0.9472833333407836,16.094,341.0220000026825,8184.528000064381,432000.0,0.0189456666668156,0.9810543333331844,0.9810543333331844,0.9738295743489068,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BCFG,4,3;5;6;7,G,60.0,1000,4863073.267786665,286727718.3380234,0.9830394030407148,0.0,894.73,894.729999999986,0.9999999999999843,0.8003277777387586,14.226,288.11799998595325,6914.831999662878,518400.0,0.0133387962956459,0.986661203704354,0.986661203704354,0.9830394030407148,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BDEF,4,3;5;6;7,B,70.0,1000,9556256.910080044,329579471.8353426,0.9710046962061571,342427.4660605944,1043.41,1043.4099999999914,0.9999999999999916,1.4420611109696286,24.134999986708703,519.1419999490669,12459.407998777604,604800.0,0.0206008730138518,0.9793991269861482,0.9793991269861482,0.9710046962061571,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BDEF,4,3;5;6;7,D,100.0,1000,10120560.92109831,467670438.8417495,0.9783596308841688,135041.7660150772,1489.019,1489.0189999999925,0.9999999999999948,1.4741555555541492,29.214,530.6959999994938,12736.703999987854,864000.0,0.0147415555555414,0.9852584444444584,0.9852584444444584,0.9783596308841688,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BDEF,4,3;5;6;7,E,70.0,1000,7944721.185865218,330767044.78713214,0.9759809167476824,401728.83824654575,1045.03,1045.029999999979,0.99999999999998,1.1297555555556575,20.58,406.7120000000366,9761.088000000876,604800.0,0.0161393650793665,0.9838606349206336,0.9838606349206336,0.9759809167476824,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BDEF,4,3;5;6;7,F,50.0,1000,7130708.958255144,236262174.8479518,0.9698186602961556,0.0,741.91,741.9100000000034,1.0000000000000049,1.1455555555856425,17.11,412.4000000108314,9897.600000259949,432000.0,0.0229111111117128,0.9770888888882872,0.9770888888882872,0.9698186602961556,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BDEG,4,3;5;6;7,B,70.0,1000,9419722.570766,329579471.8353426,0.9714189645419662,336783.77209362714,1043.41,1043.4100000000092,1.0000000000000089,1.4221055555995912,24.041,511.9580000158519,12286.992000380444,604800.0,0.0203157936514226,0.9796842063485772,0.9796842063485772,0.9714189645419662,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BDEG,4,3;5;6;7,D,100.0,1000,10018932.011021532,467670438.8417495,0.978576939701738,134140.13145874112,1489.019,1489.0190000000046,1.000000000000003,1.4627861110330278,28.97,526.6029999718903,12638.471999325371,864000.0,0.0146278611103302,0.9853721388896696,0.9853721388896696,0.978576939701738,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BDEG,4,3;5;6;7,E,70.0,1000,7682436.879581855,330767044.78713214,0.9767738745420484,401409.7133502467,1045.03,1045.0299999999734,0.9999999999999746,1.114394444426037,20.365,401.1819999933738,9628.367999840972,604800.0,0.0159199206346576,0.9840800793653424,0.9840800793653424,0.9767738745420484,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BDEG,4,3;5;6;7,G,60.0,1000,5363704.523039775,286727718.3380234,0.981293386791728,0.0,894.73,894.7299999998907,0.9999999999998778,0.9570694444762654,14.936,344.545000011455,8269.08000027492,518400.0,0.0159511574079377,0.9840488425920624,0.9840488425920624,0.981293386791728,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BDFG,4,3;5;6;7,B,70.0,1000,9181501.74438474,329579471.8353426,0.9721417669211758,377156.3399397652,1043.41,1043.4099999999758,0.9999999999999768,1.36799444443005,23.772,492.4779999948176,11819.471999875625,604800.0,0.0195427777775721,0.980457222222428,0.980457222222428,0.9721417669211758,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BDFG,4,3;5;6;7,D,100.0,1000,9720241.051572395,467670438.8417495,0.9792156179987644,134179.11565673002,1489.019,1489.0190000000016,1.000000000000001,1.399058333326986,28.784,503.66099999771535,12087.86399994517,864000.0,0.0139905833332698,0.98600941666673,0.98600941666673,0.9792156179987644,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BDFG,4,3;5;6;7,F,50.0,1000,6339507.483858609,236262174.8479518,0.9731674886683048,0.0,741.91,741.9100000000028,1.0000000000000038,0.996263888871954,16.238999998856674,358.65499999390335,8607.719999853682,432000.0,0.019925277777439,0.980074722222561,0.980074722222561,0.9731674886683048,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
